,Unnamed: 0,time ,image_name,steer
8924,8924,1.61164e+18,frame_1611644086705363750.jpeg,0.575
11461,11461,1.61164e+18,frame_1611644177975404978.jpeg,0.49
9819,9819,1.61164e+18,frame_1611644118843069315.jpeg,0.15
6944,6944,1.61164e+18,frame_1611644016237073421.jpeg,0.195
3895,3895,1.61164e+18,frame_1611643904897743940.jpeg,0.175
9689,9689,1.61164e+18,frame_1611644113984192371.jpeg,0.55
6149,6149,1.61164e+18,frame_1611643987530350447.jpeg,0.545
8795,8795,1.61164e+18,frame_1611644081231527090.jpeg,0.43
11219,11219,1.61164e+18,frame_1611644169410450220.jpeg,0.495
5412,5412,1.61164e+18,frame_1611643960651879787.jpeg,0.55
7048,7048,1.61164e+18,frame_1611644019894669294.jpeg,0.345
5560,5560,1.61164e+18,frame_1611643966168795586.jpeg,0.55
7855,7855,1.61164e+18,frame_1611644048879391909.jpeg,0.55
2645,2645,1.61164e+18,frame_1611643859719242573.jpeg,0.54
3940,3940,1.61164e+18,frame_1611643906421712160.jpeg,0.545
9573,9573,1.61164e+18,frame_1611644109324886560.jpeg,0.045
9877,9877,1.61164e+18,frame_1611644121081085682.jpeg,0.11
10673,10673,1.61164e+18,frame_1611644150111326694.jpeg,0.005
6145,6145,1.61164e+18,frame_1611643987397223234.jpeg,0.345
10867,10867,1.61164e+18,frame_1611644157198024511.jpeg,0.0
9029,9029,1.61164e+18,frame_1611644090198267221.jpeg,0.005
11419,11419,1.61164e+18,frame_1611644176580157518.jpeg,0.005
400,400,1.61164e+18,frame_1611643779485848665.jpeg,0.59
3027,3027,1.61164e+18,frame_1611643873412361860.jpeg,0.215
4281,4281,1.61164e+18,frame_1611643918839283705.jpeg,0.51
2189,2189,1.61164e+18,frame_1611643843452987909.jpeg,0.03
5045,5045,1.61164e+18,frame_1611643947087975264.jpeg,0.01
9167,9167,1.61164e+18,frame_1611644095312371969.jpeg,0.54
11497,11497,1.61164e+18,frame_1611644179170934200.jpeg,0.54
2946,2946,1.61164e+18,frame_1611643870690003633.jpeg,0.74
7825,7825,1.61164e+18,frame_1611644047884109497.jpeg,0.02
5414,5414,1.61164e+18,frame_1611643960719073296.jpeg,0.545
6768,6768,1.61164e+18,frame_1611644009803851128.jpeg,0.2
11644,11644,1.61164e+18,frame_1611644184628133297.jpeg,0.535
979,979,1.61164e+18,frame_1611643799700541973.jpeg,0.06
4675,4675,1.61164e+18,frame_1611643933760092974.jpeg,0.005
8782,8782,1.61164e+18,frame_1611644080798254013.jpeg,0.545
5002,5002,1.61164e+18,frame_1611643945652704716.jpeg,0.48
4209,4209,1.61164e+18,frame_1611643916161674023.jpeg,0.545
2068,2068,1.61164e+18,frame_1611643839401162863.jpeg,0.55
9268,9268,1.61164e+18,frame_1611644098676668167.jpeg,0.54
8862,8862,1.61164e+18,frame_1611644083474999428.jpeg,0.68
10987,10987,1.61164e+18,frame_1611644161230063438.jpeg,0.545
4256,4256,1.61164e+18,frame_1611643917734026432.jpeg,0.135
9849,9849,1.61164e+18,frame_1611644120144917011.jpeg,0.485
11858,11858,1.61164e+18,frame_1611644191820572376.jpeg,0.535
8473,8473,1.61164e+18,frame_1611644070480518818.jpeg,0.545
9352,9352,1.61164e+18,frame_1611644101804107189.jpeg,0.54
8657,8657,1.61164e+18,frame_1611644076618218899.jpeg,0.545
8828,8828,1.61164e+18,frame_1611644082335064173.jpeg,0.015
2224,2224,1.61164e+18,frame_1611643844628514767.jpeg,0.54
6032,6032,1.61164e+18,frame_1611643983316556692.jpeg,0.005
9467,9467,1.61164e+18,frame_1611644105767722845.jpeg,0.005
7824,7824,1.61164e+18,frame_1611644047850929499.jpeg,0.02
8422,8422,1.61164e+18,frame_1611644068779446363.jpeg,0.54
1802,1802,1.61164e+18,frame_1611643829363239765.jpeg,0.13
10782,10782,1.61164e+18,frame_1611644153768975496.jpeg,0.005
2826,2826,1.61164e+18,frame_1611643866657323122.jpeg,0.545
9314,9314,1.61164e+18,frame_1611644100221021175.jpeg,0.13
2892,2892,1.61164e+18,frame_1611643868877472401.jpeg,0.995
8462,8462,1.61164e+18,frame_1611644070113615274.jpeg,0.545
5010,5010,1.61164e+18,frame_1611643945919724703.jpeg,0.53
988,988,1.61164e+18,frame_1611643800003401518.jpeg,0.04
6880,6880,1.61164e+18,frame_1611644013552337170.jpeg,0.19
8689,8689,1.61164e+18,frame_1611644077688921213.jpeg,0.345
953,953,1.61164e+18,frame_1611643798828181028.jpeg,0.545
7596,7596,1.61164e+18,frame_1611644039592211723.jpeg,0.405
9860,9860,1.61164e+18,frame_1611644120512613297.jpeg,0.25
0,0,1.61164e+18,frame_1611643764711043119.jpeg,0.55
4635,4635,1.61164e+18,frame_1611643932425827026.jpeg,0.545
11343,11343,1.61164e+18,frame_1611644174055145979.jpeg,0.005
9273,9273,1.61164e+18,frame_1611644098844113111.jpeg,0.545
4791,4791,1.61164e+18,frame_1611643937646615744.jpeg,0.01
10383,10383,1.61164e+18,frame_1611644139083705902.jpeg,0.005
10970,10970,1.61164e+18,frame_1611644160658950329.jpeg,0.545
8667,8667,1.61164e+18,frame_1611644076954143524.jpeg,0.545
5418,5418,1.61164e+18,frame_1611643960853460312.jpeg,0.545
9253,9253,1.61164e+18,frame_1611644098174587011.jpeg,0.54
1430,1430,1.61164e+18,frame_1611643816351732969.jpeg,0.54
7173,7173,1.61164e+18,frame_1611644024649608374.jpeg,0.15
5685,5685,1.61164e+18,frame_1611643970340626001.jpeg,0.545
2767,2767,1.61164e+18,frame_1611643864670809507.jpeg,0.54
6240,6240,1.61164e+18,frame_1611643990573746443.jpeg,0.545
7358,7358,1.61164e+18,frame_1611644031017562628.jpeg,0.005
7718,7718,1.61164e+18,frame_1611644044100726843.jpeg,0.01
9542,9542,1.61164e+18,frame_1611644108283104658.jpeg,0.23
3391,3391,1.61164e+18,frame_1611643886614995718.jpeg,0.41
84,84,1.61164e+18,frame_1611643767531205654.jpeg,0.65
8277,8277,1.61164e+18,frame_1611644063941821575.jpeg,0.545
8500,8500,1.61164e+18,frame_1611644071381011009.jpeg,0.545
5766,5766,1.61164e+18,frame_1611643973073529243.jpeg,0.63
7464,7464,1.61164e+18,frame_1611644035179521799.jpeg,0.575
1758,1758,1.61164e+18,frame_1611643827895383120.jpeg,0.13
11446,11446,1.61164e+18,frame_1611644177477113724.jpeg,0.545
10833,10833,1.61164e+18,frame_1611644155921962023.jpeg,0.545
702,702,1.61164e+18,frame_1611643789692319632.jpeg,0.495
2120,2120,1.61164e+18,frame_1611643841140588999.jpeg,0.55
3019,3019,1.61164e+18,frame_1611643873143539906.jpeg,0.21
2783,2783,1.61164e+18,frame_1611643865209506273.jpeg,0.01
3163,3163,1.61164e+18,frame_1611643878237051249.jpeg,0.31
1635,1635,1.61164e+18,frame_1611643823790762424.jpeg,0.805
1465,1465,1.61164e+18,frame_1611643817518234253.jpeg,0.01
364,364,1.61164e+18,frame_1611643777073357582.jpeg,0.545
6667,6667,1.61164e+18,frame_1611644006427251816.jpeg,0.55
10038,10038,1.61164e+18,frame_1611644126468839884.jpeg,0.575
367,367,1.61164e+18,frame_1611643777274663448.jpeg,0.545
929,929,1.61164e+18,frame_1611643798026771069.jpeg,0.545
8866,8866,1.61164e+18,frame_1611644083635011435.jpeg,0.545
2520,2520,1.61164e+18,frame_1611643855539650679.jpeg,0.755
3917,3917,1.61164e+18,frame_1611643905642766953.jpeg,0.13
7205,7205,1.61164e+18,frame_1611644025891551495.jpeg,0.44
4003,4003,1.61164e+18,frame_1611643908532072783.jpeg,0.0
3456,3456,1.61164e+18,frame_1611643888777057648.jpeg,0.01
4786,4786,1.61164e+18,frame_1611643937479355335.jpeg,0.01
10568,10568,1.61164e+18,frame_1611644145851938009.jpeg,0.31
4304,4304,1.61164e+18,frame_1611643920373936176.jpeg,0.145
4503,4503,1.61164e+18,frame_1611643927146315813.jpeg,0.545
5984,5984,1.61164e+18,frame_1611643981376389265.jpeg,0.005
10872,10872,1.61164e+18,frame_1611644157365981579.jpeg,0.0
9908,9908,1.61164e+18,frame_1611644122117703199.jpeg,0.54
10520,10520,1.61164e+18,frame_1611644144242477655.jpeg,0.015
7710,7710,1.61164e+18,frame_1611644043614907026.jpeg,0.005
798,798,1.61164e+18,frame_1611643793670432568.jpeg,0.01
7476,7476,1.61164e+18,frame_1611644035582125902.jpeg,0.525
4460,4460,1.61164e+18,frame_1611643925701289177.jpeg,0.035
9529,9529,1.61164e+18,frame_1611644107848504305.jpeg,0.545
5753,5753,1.61164e+18,frame_1611643972632102728.jpeg,0.255
2066,2066,1.61164e+18,frame_1611643839334543705.jpeg,0.55
6967,6967,1.61164e+18,frame_1611644017192641497.jpeg,0.545
6772,6772,1.61164e+18,frame_1611644009937530756.jpeg,0.18
5008,5008,1.61164e+18,frame_1611643945852979422.jpeg,0.525
2708,2708,1.61164e+18,frame_1611643861828966856.jpeg,0.545
2825,2825,1.61164e+18,frame_1611643866623767614.jpeg,0.55
8586,8586,1.61164e+18,frame_1611644074249193192.jpeg,0.545
11278,11278,1.61164e+18,frame_1611644171372859955.jpeg,0.545
2546,2546,1.61164e+18,frame_1611643856407479286.jpeg,0.045
7151,7151,1.61164e+18,frame_1611644023343327999.jpeg,0.545
8492,8492,1.61164e+18,frame_1611644071114214659.jpeg,0.54
2612,2612,1.61164e+18,frame_1611643858616358519.jpeg,0.54
2715,2715,1.61164e+18,frame_1611643862229490042.jpeg,0.14
5324,5324,1.61164e+18,frame_1611643957228351593.jpeg,0.005
10415,10415,1.61164e+18,frame_1611644140722635746.jpeg,0.54
4311,4311,1.61164e+18,frame_1611643920708218813.jpeg,0.545
1524,1524,1.61164e+18,frame_1611643819494042873.jpeg,0.195
9794,9794,1.61164e+18,frame_1611644117505404472.jpeg,0.575
6598,6598,1.61164e+18,frame_1611644003423718691.jpeg,0.54
1830,1830,1.61164e+18,frame_1611643830298109531.jpeg,0.47
1026,1026,1.61164e+18,frame_1611643801644284725.jpeg,0.005
11386,11386,1.61164e+18,frame_1611644175483970642.jpeg,0.54
9590,9590,1.61164e+18,frame_1611644109901228428.jpeg,0.54
6172,6172,1.61164e+18,frame_1611643988295629025.jpeg,0.545
11223,11223,1.61164e+18,frame_1611644169544425249.jpeg,0.5
2574,2574,1.61164e+18,frame_1611643857345063448.jpeg,0.3
6824,6824,1.61164e+18,frame_1611644011678499699.jpeg,0.455
2160,2160,1.61164e+18,frame_1611643842478866816.jpeg,0.455
5218,5218,1.61164e+18,frame_1611643953466559410.jpeg,0.005
922,922,1.61164e+18,frame_1611643797794021606.jpeg,0.43
3854,3854,1.61164e+18,frame_1611643903519833088.jpeg,0.115
11010,11010,1.61164e+18,frame_1611644161997169971.jpeg,0.11
9442,9442,1.61164e+18,frame_1611644104927910805.jpeg,0.545
5274,5274,1.61164e+18,frame_1611643955343257189.jpeg,0.545
1905,1905,1.61164e+18,frame_1611643833573050261.jpeg,0.01
5891,5891,1.61164e+18,frame_1611643978273323774.jpeg,0.55
2070,2070,1.61164e+18,frame_1611643839467781067.jpeg,0.55
7645,7645,1.61164e+18,frame_1611644041225588560.jpeg,0.48
6185,6185,1.61164e+18,frame_1611643988729989529.jpeg,0.545
243,243,1.61164e+18,frame_1611643772844708920.jpeg,0.55
8784,8784,1.61164e+18,frame_1611644080864897251.jpeg,0.545
4872,4872,1.61164e+18,frame_1611643941309806824.jpeg,0.545
10287,10287,1.61164e+18,frame_1611644135715806246.jpeg,0.01
6972,6972,1.61164e+18,frame_1611644017359436274.jpeg,0.545
6382,6382,1.61164e+18,frame_1611643995317063093.jpeg,0.545
3521,3521,1.61164e+18,frame_1611643891685010195.jpeg,0.58
2370,2370,1.61164e+18,frame_1611643850149333000.jpeg,0.22
1649,1649,1.61164e+18,frame_1611643824261899233.jpeg,0.715
4087,4087,1.61164e+18,frame_1611643912109073639.jpeg,0.43
2279,2279,1.61164e+18,frame_1611643846473397970.jpeg,0.26
10295,10295,1.61164e+18,frame_1611644135984403133.jpeg,0.535
10747,10747,1.61164e+18,frame_1611644152594543695.jpeg,0.545
4016,4016,1.61164e+18,frame_1611643908969552755.jpeg,0.46
4302,4302,1.61164e+18,frame_1611643920240440607.jpeg,0.135
9394,9394,1.61164e+18,frame_1611644103315461874.jpeg,0.005
3387,3387,1.61164e+18,frame_1611643886482212305.jpeg,0.015
7482,7482,1.61164e+18,frame_1611644035783722401.jpeg,0.005
6537,6537,1.61164e+18,frame_1611644001384783983.jpeg,0.545
6225,6225,1.61164e+18,frame_1611643990070945024.jpeg,0.545
8744,8744,1.61164e+18,frame_1611644079531860352.jpeg,0.545
11460,11460,1.61164e+18,frame_1611644177942190886.jpeg,0.54
1375,1375,1.61164e+18,frame_1611643814518642664.jpeg,0.55
329,329,1.61164e+18,frame_1611643775730708122.jpeg,0.55
4526,4526,1.61164e+18,frame_1611643927919197798.jpeg,0.505
1594,1594,1.61164e+18,frame_1611643822426251650.jpeg,0.545
2593,2593,1.61164e+18,frame_1611643857981637716.jpeg,0.545
1618,1618,1.61164e+18,frame_1611643823224616766.jpeg,0.15
244,244,1.61164e+18,frame_1611643772878047705.jpeg,0.505
676,676,1.61164e+18,frame_1611643788817272902.jpeg,0.21
5128,5128,1.61164e+18,frame_1611643950465985060.jpeg,0.675
3348,3348,1.61164e+18,frame_1611643885186942577.jpeg,0.54
10449,10449,1.61164e+18,frame_1611644141862225533.jpeg,0.005
10182,10182,1.61164e+18,frame_1611644132189382792.jpeg,0.545
8477,8477,1.61164e+18,frame_1611644070613938332.jpeg,0.545
11839,11839,1.61164e+18,frame_1611644191182159901.jpeg,0.54
4102,4102,1.61164e+18,frame_1611643912607397318.jpeg,0.69
9255,9255,1.61164e+18,frame_1611644098241509199.jpeg,0.54
3628,3628,1.61164e+18,frame_1611643895281274319.jpeg,0.545
6102,6102,1.61164e+18,frame_1611643985959734440.jpeg,0.545
2759,2759,1.61164e+18,frame_1611643864401567459.jpeg,0.545
6168,6168,1.61164e+18,frame_1611643988162561893.jpeg,0.55
2774,2774,1.61164e+18,frame_1611643864906454325.jpeg,0.37
1616,1616,1.61164e+18,frame_1611643823158092499.jpeg,0.15
10687,10687,1.61164e+18,frame_1611644150581063509.jpeg,0.54
1264,1264,1.61164e+18,frame_1611643810190645218.jpeg,0.055
1469,1469,1.61164e+18,frame_1611643817652759314.jpeg,0.01
3633,3633,1.61164e+18,frame_1611643895448769093.jpeg,0.52
2453,2453,1.61164e+18,frame_1611643853309604168.jpeg,0.915
7402,7402,1.61164e+18,frame_1611644032485312700.jpeg,0.005
3685,3685,1.61164e+18,frame_1611643897202176809.jpeg,0.01
4268,4268,1.61164e+18,frame_1611643918137329817.jpeg,0.545
6538,6538,1.61164e+18,frame_1611644001418210983.jpeg,0.545
1142,1142,1.61164e+18,frame_1611643806111020088.jpeg,0.545
10653,10653,1.61164e+18,frame_1611644149440229893.jpeg,0.55
10003,10003,1.61164e+18,frame_1611644125294432640.jpeg,0.09
6205,6205,1.61164e+18,frame_1611643989400022268.jpeg,0.545
391,391,1.61164e+18,frame_1611643778883261681.jpeg,0.01
1986,1986,1.61164e+18,frame_1611643836658197403.jpeg,0.0
9174,9174,1.61164e+18,frame_1611644095545575380.jpeg,0.0
1453,1453,1.61164e+18,frame_1611643817118283510.jpeg,0.005
4382,4382,1.61164e+18,frame_1611643923091577530.jpeg,0.01
4536,4536,1.61164e+18,frame_1611643928255245209.jpeg,0.005
1030,1030,1.61164e+18,frame_1611643801911440849.jpeg,0.005
2437,2437,1.61164e+18,frame_1611643852773868561.jpeg,0.915
2212,2212,1.61164e+18,frame_1611643844225489616.jpeg,0.155
7222,7222,1.61164e+18,frame_1611644026462836027.jpeg,0.415
498,498,1.61164e+18,frame_1611643782834601641.jpeg,0.005
9409,9409,1.61164e+18,frame_1611644103819335461.jpeg,0.005
7287,7287,1.61164e+18,frame_1611644028646983862.jpeg,0.66
11470,11470,1.61164e+18,frame_1611644178274279833.jpeg,0.005
595,595,1.61164e+18,frame_1611643786099676132.jpeg,0.115
8631,8631,1.61164e+18,frame_1611644075750137806.jpeg,0.545
9845,9845,1.61164e+18,frame_1611644120011171341.jpeg,0.49
4026,4026,1.61164e+18,frame_1611643909305514336.jpeg,0.545
7679,7679,1.61164e+18,frame_1611644042356721401.jpeg,0.545
7931,7931,1.61164e+18,frame_1611644051415590286.jpeg,0.55
557,557,1.61164e+18,frame_1611643784824141026.jpeg,0.425
7720,7720,1.61164e+18,frame_1611644044222223282.jpeg,0.205
8615,8615,1.61164e+18,frame_1611644075216417551.jpeg,0.545
9700,9700,1.61164e+18,frame_1611644114357474804.jpeg,0.595
63,63,1.61164e+18,frame_1611643766826175213.jpeg,0.395
8288,8288,1.61164e+18,frame_1611644064308770657.jpeg,0.54
1308,1308,1.61164e+18,frame_1611643811660082340.jpeg,0.41
3340,3340,1.61164e+18,frame_1611643884919329166.jpeg,0.55
2358,2358,1.61164e+18,frame_1611643849339160681.jpeg,0.295
684,684,1.61164e+18,frame_1611643789086972475.jpeg,0.375
8325,8325,1.61164e+18,frame_1611644065543564558.jpeg,0.54
5119,5119,1.61164e+18,frame_1611643950165467262.jpeg,0.545
11408,11408,1.61164e+18,frame_1611644176214856386.jpeg,0.005
4641,4641,1.61164e+18,frame_1611643932626506090.jpeg,0.475
8397,8397,1.61164e+18,frame_1611644067945524216.jpeg,0.545
887,887,1.61164e+18,frame_1611643796629969835.jpeg,0.02
7354,7354,1.61164e+18,frame_1611644030884102583.jpeg,0.0
2544,2544,1.61164e+18,frame_1611643856340491056.jpeg,0.08
5846,5846,1.61164e+18,frame_1611643976766175747.jpeg,0.005
3836,3836,1.61164e+18,frame_1611643902914731026.jpeg,0.01
4177,4177,1.61164e+18,frame_1611643915098746300.jpeg,0.075
10749,10749,1.61164e+18,frame_1611644152661669493.jpeg,0.545
164,164,1.61164e+18,frame_1611643770210831165.jpeg,0.04
6706,6706,1.61164e+18,frame_1611644007730921268.jpeg,0.005
1081,1081,1.61164e+18,frame_1611643804053405762.jpeg,0.64
2781,2781,1.61164e+18,frame_1611643865142153740.jpeg,0.01
5826,5826,1.61164e+18,frame_1611643976096512318.jpeg,0.53
3038,3038,1.61164e+18,frame_1611643873782066584.jpeg,0.635
10398,10398,1.61164e+18,frame_1611644140086142778.jpeg,0.545
1282,1282,1.61164e+18,frame_1611643810791046858.jpeg,0.105
6043,6043,1.61164e+18,frame_1611643983984151125.jpeg,0.57
6910,6910,1.61164e+18,frame_1611644014556595325.jpeg,0.45
3665,3665,1.61164e+18,frame_1611643896528571844.jpeg,0.01
9533,9533,1.61164e+18,frame_1611644107982019186.jpeg,0.535
4903,4903,1.61164e+18,frame_1611643942345172882.jpeg,0.035
3395,3395,1.61164e+18,frame_1611643886747838259.jpeg,0.54
11422,11422,1.61164e+18,frame_1611644176679857492.jpeg,0.045
9173,9173,1.61164e+18,frame_1611644095512261868.jpeg,0.14
1091,1091,1.61164e+18,frame_1611643804388964415.jpeg,0.37
3972,3972,1.61164e+18,frame_1611643907497210741.jpeg,0.545
470,470,1.61164e+18,frame_1611643781898312092.jpeg,0.55
4035,4035,1.61164e+18,frame_1611643909738700867.jpeg,0.5
11271,11271,1.61164e+18,frame_1611644171140204430.jpeg,0.54
9436,9436,1.61164e+18,frame_1611644104726345778.jpeg,0.545
4485,4485,1.61164e+18,frame_1611643926541482687.jpeg,0.46
956,956,1.61164e+18,frame_1611643798928650618.jpeg,0.545
7977,7977,1.61164e+18,frame_1611644053861377716.jpeg,0.555
3921,3921,1.61164e+18,frame_1611643905778431177.jpeg,0.26
6917,6917,1.61164e+18,frame_1611644014791165590.jpeg,0.515
2869,2869,1.61164e+18,frame_1611643868106162071.jpeg,0.8
9010,9010,1.61164e+18,frame_1611644089564874172.jpeg,0.545
7947,7947,1.61164e+18,frame_1611644052419080019.jpeg,0.005
5033,5033,1.61164e+18,frame_1611643946688670158.jpeg,0.18
8997,8997,1.61164e+18,frame_1611644089132527828.jpeg,0.54
5397,5397,1.61164e+18,frame_1611643960147930145.jpeg,0.015
10289,10289,1.61164e+18,frame_1611644135782945156.jpeg,0.005
8396,8396,1.61164e+18,frame_1611644067912167072.jpeg,0.54
7585,7585,1.61164e+18,frame_1611644039226330042.jpeg,0.005
3920,3920,1.61164e+18,frame_1611643905744512558.jpeg,0.225
6595,6595,1.61164e+18,frame_1611644003323433161.jpeg,0.545
2878,2878,1.61164e+18,frame_1611643868409628153.jpeg,0.91
10194,10194,1.61164e+18,frame_1611644132592312574.jpeg,0.135
1534,1534,1.61164e+18,frame_1611643819826996565.jpeg,0.01
4911,4911,1.61164e+18,frame_1611643942612344265.jpeg,0.545
6578,6578,1.61164e+18,frame_1611644002755199671.jpeg,0.005
122,122,1.61164e+18,frame_1611643768807173014.jpeg,0.525
6883,6883,1.61164e+18,frame_1611644013652695656.jpeg,0.275
5120,5120,1.61164e+18,frame_1611643950198854446.jpeg,0.55
1662,1662,1.61164e+18,frame_1611643824699658632.jpeg,0.29
1263,1263,1.61164e+18,frame_1611643810157292843.jpeg,0.06
2509,2509,1.61164e+18,frame_1611643855173194647.jpeg,0.08
2187,2187,1.61164e+18,frame_1611643843385811567.jpeg,0.03
1785,1785,1.61164e+18,frame_1611643828796616793.jpeg,0.55
420,420,1.61164e+18,frame_1611643780224574804.jpeg,0.39
641,641,1.61164e+18,frame_1611643787642978907.jpeg,0.395
8501,8501,1.61164e+18,frame_1611644071414360285.jpeg,0.545
10436,10436,1.61164e+18,frame_1611644141426549673.jpeg,0.01
8084,8084,1.61164e+18,frame_1611644057443502188.jpeg,0.545
7874,7874,1.61164e+18,frame_1611644049510183096.jpeg,0.55
10656,10656,1.61164e+18,frame_1611644149540900230.jpeg,0.55
4036,4036,1.61164e+18,frame_1611643909798734903.jpeg,0.25
909,909,1.61164e+18,frame_1611643797361664772.jpeg,0.01
9263,9263,1.61164e+18,frame_1611644098509265423.jpeg,0.545
577,577,1.61164e+18,frame_1611643785495486021.jpeg,0.33
5785,5785,1.61164e+18,frame_1611643974324095964.jpeg,0.005
1135,1135,1.61164e+18,frame_1611643805874378443.jpeg,0.55
7273,7273,1.61164e+18,frame_1611644028176491976.jpeg,0.585
2643,2643,1.61164e+18,frame_1611643859652269602.jpeg,0.54
10717,10717,1.61164e+18,frame_1611644151587707043.jpeg,0.0
11016,11016,1.61164e+18,frame_1611644162197288990.jpeg,0.24
9279,9279,1.61164e+18,frame_1611644099045825958.jpeg,0.54
6110,6110,1.61164e+18,frame_1611643986227609158.jpeg,0.545
10175,10175,1.61164e+18,frame_1611644131954329967.jpeg,0.545
3862,3862,1.61164e+18,frame_1611643903788808107.jpeg,0.545
11563,11563,1.61164e+18,frame_1611644181912101030.jpeg,0.98
8575,8575,1.61164e+18,frame_1611644073882347345.jpeg,0.535
10017,10017,1.61164e+18,frame_1611644125762690783.jpeg,0.4
9435,9435,1.61164e+18,frame_1611644104692751646.jpeg,0.545
655,655,1.61164e+18,frame_1611643788109905958.jpeg,0.335
209,209,1.61164e+18,frame_1611643771711162806.jpeg,0.005
2533,2533,1.61164e+18,frame_1611643855972601652.jpeg,0.185
4066,4066,1.61164e+18,frame_1611643911411439419.jpeg,0.545
7928,7928,1.61164e+18,frame_1611644051314979315.jpeg,0.545
4948,4948,1.61164e+18,frame_1611643943848833799.jpeg,0.05
4439,4439,1.61164e+18,frame_1611643924997180700.jpeg,0.545
5313,5313,1.61164e+18,frame_1611643956658368111.jpeg,0.545
3309,3309,1.61164e+18,frame_1611643883882283449.jpeg,0.55
6309,6309,1.61164e+18,frame_1611643992875808716.jpeg,0.01
390,390,1.61164e+18,frame_1611643778816304445.jpeg,0.01
4257,4257,1.61164e+18,frame_1611643917767632008.jpeg,0.13
4064,4064,1.61164e+18,frame_1611643911344974041.jpeg,0.545
11371,11371,1.61164e+18,frame_1611644174985497952.jpeg,0.545
3736,3736,1.61164e+18,frame_1611643898914948463.jpeg,0.01
305,305,1.61164e+18,frame_1611643774924796343.jpeg,0.3
10375,10375,1.61164e+18,frame_1611644138678758860.jpeg,0.53
4756,4756,1.61164e+18,frame_1611643936472130775.jpeg,0.545
1753,1753,1.61164e+18,frame_1611643827728837967.jpeg,0.48
9526,9526,1.61164e+18,frame_1611644107748369217.jpeg,0.55
1687,1687,1.61164e+18,frame_1611643825532621622.jpeg,0.605
9426,9426,1.61164e+18,frame_1611644104390402555.jpeg,0.545
2591,2591,1.61164e+18,frame_1611643857914643288.jpeg,0.575
8550,8550,1.61164e+18,frame_1611644073048527241.jpeg,0.54
10537,10537,1.61164e+18,frame_1611644144812553883.jpeg,0.545
5823,5823,1.61164e+18,frame_1611643975996083975.jpeg,0.51
2103,2103,1.61164e+18,frame_1611643840571791172.jpeg,0.165
10632,10632,1.61164e+18,frame_1611644148702217817.jpeg,0.545
10611,10611,1.61164e+18,frame_1611644147294954062.jpeg,0.455
4733,4733,1.61164e+18,frame_1611643935698662281.jpeg,0.59
10773,10773,1.61164e+18,frame_1611644153467034578.jpeg,0.205
1698,1698,1.61164e+18,frame_1611643825900752544.jpeg,0.995
3596,3596,1.61164e+18,frame_1611643894210610151.jpeg,0.245
2100,2100,1.61164e+18,frame_1611643840471122980.jpeg,0.245
5116,5116,1.61164e+18,frame_1611643950065310717.jpeg,0.535
5537,5537,1.61164e+18,frame_1611643964836594343.jpeg,0.295
6492,6492,1.61164e+18,frame_1611643999882325649.jpeg,0.545
7072,7072,1.61164e+18,frame_1611644020695296049.jpeg,0.295
10732,10732,1.61164e+18,frame_1611644152091068029.jpeg,0.005
10928,10928,1.61164e+18,frame_1611644159248079300.jpeg,0.005
11808,11808,1.61164e+18,frame_1611644190140562773.jpeg,0.535
1096,1096,1.61164e+18,frame_1611643804557601690.jpeg,0.135
7866,7866,1.61164e+18,frame_1611644049244642496.jpeg,0.545
2800,2800,1.61164e+18,frame_1611643865782427073.jpeg,0.01
4193,4193,1.61164e+18,frame_1611643915630273581.jpeg,0.545
2607,2607,1.61164e+18,frame_1611643858450094223.jpeg,0.54
6831,6831,1.61164e+18,frame_1611644011913486958.jpeg,0.53
5269,5269,1.61164e+18,frame_1611643955174341202.jpeg,0.545
1670,1670,1.61164e+18,frame_1611643824966485739.jpeg,0.185
581,581,1.61164e+18,frame_1611643785629754066.jpeg,0.205
4722,4722,1.61164e+18,frame_1611643935332659245.jpeg,0.015
10818,10818,1.61164e+18,frame_1611644154983617067.jpeg,0.0
9601,9601,1.61164e+18,frame_1611644110643723249.jpeg,0.005
5153,5153,1.61164e+18,frame_1611643951299603701.jpeg,0.005
5111,5111,1.61164e+18,frame_1611643949899015188.jpeg,0.39
253,253,1.61164e+18,frame_1611643773178584814.jpeg,0.25
5304,5304,1.61164e+18,frame_1611643956355743885.jpeg,0.13
4280,4280,1.61164e+18,frame_1611643918772551537.jpeg,0.51
6146,6146,1.61164e+18,frame_1611643987430505991.jpeg,0.265
5568,5568,1.61164e+18,frame_1611643966435794830.jpeg,0.545
3201,3201,1.61164e+18,frame_1611643880275512218.jpeg,0.305
7124,7124,1.61164e+18,frame_1611644022436275244.jpeg,0.195
8252,8252,1.61164e+18,frame_1611644063107592583.jpeg,0.545
5233,5233,1.61164e+18,frame_1611643953965444803.jpeg,0.025
2015,2015,1.61164e+18,frame_1611643837634491682.jpeg,0.545
3778,3778,1.61164e+18,frame_1611643900425882101.jpeg,0.48
1595,1595,1.61164e+18,frame_1611643822459513664.jpeg,0.55
2876,2876,1.61164e+18,frame_1611643868342449427.jpeg,0.975
6958,6958,1.61164e+18,frame_1611644016892421007.jpeg,0.545
11822,11822,1.61164e+18,frame_1611644190610922813.jpeg,0.535
2264,2264,1.61164e+18,frame_1611643845969472170.jpeg,0.525
2640,2640,1.61164e+18,frame_1611643859551803827.jpeg,0.54
